IATA_CODE,AIRPORT,CITY,STATE,COUNTRY,LATITUDE,LONGITUDE
CHX,Cap Manuel Nino International Airport,Changuinola,Bocas-del-Toro,PA,9.45864,-82.5168
DAV,Enrique Malek International Airport,David,Chiriqui,PA,8.391,-82.435
ONX,Enrique Adolfo Jimenez Airport,Colon,Colon,PA,9.35664,-79.8674
JQE,Jaque Airport,Jaque,Darien,PA,7.51778,-78.1572
PAC,Marcos A. Gelabert International Airport,Albrook,Panama,PA,8.97334,-79.5556
PUE,Puerto Obaldia Airport,Puerto Obaldia,Guna-Yala,PA,8.68626,-77.5244
BLB,Howard/Panama Pacifico International Airport,Panama City,Panama,PA,8.91479,-79.5996
SYP,Ruben Cantu Airport,Santiago,Veraguas,PA,8.0856,-80.9453
RIH,Cap Scarlet R. Martínez L. Airport,Río Hato,Coclé,PA,8.38,-80.12967
PTY,Tocumen International Airport,Tocumen,Panama,PA,9.07136,-79.3835
PVE,El Porvenir Airport,El Porvenir,Guna-Yala,PA,9.56342,-79.0041
NBL,San Blas Airport,Wannukandi,Guna-Yala,PA,9.4496,-78.9795
FON,Arenal Airport,La Fortuna/San Carlos,Alajuela,CR,10.478,-84.6345
TTQ,Aerotortuguero Airport,Roxana,Limon,CR,10.569,-83.5148
BAI,Buenos Aires Airport,Punta Arenas,Puntarenas,CR,9.16361,-83.3299
BCL,Barra del Colorado Airport,Pococi,Limon,CR,10.7687,-83.5856
OTR,Coto 47 Airport,Corredores,Puntarenas,CR,8.60156,-82.9686
JAP,Chacarita Airport,Puntarenas,Puntarenas,CR,9.98141,-84.7727
RIK,Carrillo Airport,Nicoya,Guanacaste,CR,9.87051,-85.4814
DRK,Drake Bay Airport,Puntarenas,Puntarenas,CR,8.71889,-83.6417
FMG,Flamingo Airport,Brasilito,Guanacaste,CR,10.4186,-85.7827
GLF,Golfito Airport,Golfito,Puntarenas,CR,8.65401,-83.1822
GPL,Guapiles Airport,Pococi,Limon,CR,10.2172,-83.797
PBP,Islita Airport,Nandayure,Guanacaste,CR,9.85611,-85.3708
LIR,Daniel Oduber Quiros International Airport,Liberia,Guanacaste,CR,10.5933,-85.5444
LSL,Los Chiles Airport,Los Chiles,Alajuela,CR,11.0353,-84.7061
LIO,Limon International Airport,Puerto Limon,Limon,CR,9.95796,-83.022
CSC,Mojica Airport,Canas,Guanacaste,CR,10.4307,-85.1746
NCT,Guanacaste Airport,Nicoya/Guanacate,Guanacaste,CR,10.1394,-85.4458
NOB,Nosara Airport,Nicoya,Guanacaste,CR,9.97649,-85.653
SJO,Juan Santamaria International Airport,San Jose,Alajuela,CR,9.99386,-84.2088
PJM,Puerto Jimenez Airport,Puerto Jimenez,Puntarenas,CR,8.53333,-83.3
PMZ,Palmar Sur Airport,Palmar Sur,Puntarenas,CR,8.95103,-83.4686
SYQ,Tobias Bolanos International Airport,San Jose,San Jose,CR,9.95705,-84.1398
XQP,Quepos Managua Airport,Quepos,Puntarenas,CR,9.44316,-84.1298
RFR,Rio Frio / Progreso Airport,Rio Frio / Progreso,Heredia,CR,10.3274,-83.8876
IPZ,San Isidro del General Airport,Perez Zeledon,San Jose,CR,9.35262,-83.7131
TOO,San Vito De Java Airport,Coto Brus,Puntarenas,CR,8.82611,-82.9589
TNO,Tamarindo De Santa Cruz Airport,Santa Cruz,Guanacaste,CR,10.3135,-85.8155
TMU,Tambor Airport,Nicoya,Puntarenas,CR,9.73852,-85.0138
UPL,Upala Airport,Upala,Alajuela,CR,10.8922,-85.0162
SAL,El Salvador International Airport,Santa Clara,La Paz,SV,13.4409,-89.0557
ILS,Ilopango International Airport,San Salvador,San Salvador,SV,13.6995,-89.1199
CYA,Les Cayes Airport,Les Cayes,Sud,HT,18.2711,-73.7883
CAP,Cap Haitien International Airport,Cap Haitien,Nord,HT,19.733,-72.1947
JAK,Jacmel Airport,Jacmel,Sud-Est,HT,18.2411,-72.5185
JEE,Jeremie Airport,Jeremie,GrandʼAnse,HT,18.6631,-74.1703
PAP,Toussaint Louverture International Airport,Port-au-Prince,Ouest,HT,18.58,-72.2925
BCA,Gustavo Rizo Airport,Baracoa,Guantanamo,CU,20.3653,-74.5062
BWW,Las Brujas Airport,Cayo Santa Maria,Villa-Clara,CU,22.6213,-79.1472
BYM,Carlos Manuel de Cespedes Airport,Bayamo,Granma,CU,20.3964,-76.6214
AVI,Maximo Gomez Airport,Ciego de Avila,Ciego-de-Avila,CU,22.0271,-78.7896
CCC,Jardines Del Rey Airport,Cayo Coco,Ciego-de-Avila,CU,22.461,-78.3284
CFG,Jaime Gonzalez Airport,Cienfuegos,Cienfuegos,CU,22.15,-80.4142
CYO,Vilo Acuna International Airport,Cayo Largo del Sur,Isla-de-la-Juventud,CU,21.6165,-81.546
CMW,Ignacio Agramonte International Airport,Camaguey,Camagueey,CU,21.4203,-77.8475
QCO,Colon Airport,Colon,Matanzas,CU,22.7111,-80.9228
SCU,Antonio Maceo International Airport,Santiago,Santiago-de-Cuba,CU,19.9698,-75.8354
NBW,Leeward Point Field,Guantanamo Bay Naval Station,Guantanamo,CU,19.9065,-75.2071
GAO,Mariana Grajales Airport,Guantanamo,Guantanamo,CU,20.0853,-75.1583
HAV,Jose Marti International Airport,Havana,La Habana,CU,22.9892,-82.4091
HOG,Frank Pais International Airport,Holguin,Holguin,CU,20.7856,-76.3151
VRO,Kawama Airport,Matanzas,Matanzas,CU,23.124,-81.3016
LCL,La Coloma Airport,Pinar del Rio,Pinar-del-Rio,CU,22.3361,-83.6419
UMA,Punta de Maisi Airport,Maisi,Guantanamo,CU,20.2506,-74.1505
MJG,Mayajigua Airport,Mayajigua,Sancti-Spiritus,CU,22.2308,-79.0622
MOA,Orestes Acosta Airport,Moa,Holguin,CU,20.6539,-74.9222
MZO,Sierra Maestra Airport,Manzanillo,Granma,CU,20.2881,-77.0892
QSN,San Nicolas De Bari Airport,San Nicolas,Mayabeque,CU,22.7561,-81.9209
ICR,Nicaro Airport,Nicaro,Holguin,CU,20.6886,-75.5315
GER,Rafael Cabrera Airport,Nueva Gerona,Isla-de-la-Juventud,CU,21.8347,-82.7838
UPB,Playa Baracoa Airport,Havana,Artemisa,CU,23.0328,-82.5794
QPD,Pinar Del Rio Airport,Pinar del Rio,Pinar-del-Rio,CU,22.4214,-83.6784
SNU,Abel Santamaria Airport,Santa Clara,Villa-Clara,CU,22.4922,-79.9436
SNJ,San Julian Air Base,Pinar Del Rio,Pinar-del-Rio,CU,22.0953,-84.152
SZJ,Siguanea Airport,Isla de la Juventud,Isla-de-la-Juventud,CU,21.6425,-82.9551
USS,Sancti Spiritus Airport,Sancti Spiritus,Sancti-Spiritus,CU,21.9704,-79.4427
TND,Alberto Delgado Airport,Trinidad,Sancti-Spiritus,CU,21.7883,-79.9972
VRA,Juan Gualberto Gomez International Airport,Varadero,Matanzas,CU,23.0344,-81.4353
VTU,Hermanos Ameijeiras Airport,Las Tunas,Las Tunas,CU,20.9876,-76.9358
CYB,Gerrard Smith International Airport,Cayman Brac,,KY,19.687,-79.8828
LYB,Edward Bodden Airfield,Little Cayman,,KY,19.667,-80.1
GCM,Owen Roberts International Airport,Georgetown,,KY,19.2928,-81.3577
MAY,Clarence A. Bain Airport,Mangrove Cay,Mangrove-Cay,BS,24.2877,-77.6846
ASD,Andros Town Airport,,North Andros,BS,24.6979,-77.7956
COX,Congo Town Airport,Andros,South Andros,BS,24.1587,-77.5898
MHH,Marsh Harbour International Airport,Marsh Harbour,,BS,26.5114,-77.0835
SAQ,San Andros Airport,Andros Island,North Andros,BS,25.0538,-78.049
AXP,Spring Point Airport,Spring Point,Acklins,BS,22.4418,-73.9709
TCB,Treasure Cay Airport,Treasure Cay,,BS,26.7453,-77.3913
WKR,Abaco I Walker C Airport,,Grand Cay,BS,27.2667,-78.3997
CCZ,Chub Cay Airport,,Berry-Islands,BS,25.4171,-77.8809
GHC,Great Harbour Cay Airport,,Berry-Islands,BS,25.7383,-77.8401
BIM,South Bimini Airport,South Bimini,Bimini,BS,25.6999,-79.2647
ATC,Arthur's Town Airport,Arthur's Town,Cat-Island,BS,24.6294,-75.6738
TBI,New Bight Airport,Cat Island,Cat-Island,BS,24.3153,-75.4523
CXY,Cat Cay Airport,Cat Cay,Bimini,BS,25.6,-79.267
CRI,Colonel Hill Airport,Colonel Hill,Crooked-Island-and-Long-Cay,BS,22.7456,-74.1824
PWN,Pitts Town Airport,Pitts Town,Crooked-Island-and-Long-Cay,BS,22.8297,-74.3461
GGT,Exuma International Airport,George Town,Exuma,BS,23.5626,-75.878
ELH,North Eleuthera Airport,North Eleuthera,North Eleuthera,BS,25.4749,-76.6835
GHB,Governor's Harbour Airport,Governor's Harbour,North Eleuthera,BS,25.2847,-76.331
NMC,Normans Cay Airport,,Black-Point,BS,24.5943,-76.8202
RSD,Rock Sound Airport,Rock Sound,South Eleuthera,BS,24.89508,-76.17688
TYM,Staniel Cay Airport,,Black-Point,BS,24.1691,-76.4391
TCV,Torch Cay Airport,Hog Cay,Exuma,BS,23.3972,-75.4969
FPO,Grand Bahama International Airport,Freeport,Freeport,BS,26.5587,-78.6956
WTD,West End Airport,West End,West Grand Bahama,BS,26.6853,-78.975
IGA,Inagua Airport,Matthew Town,Inagua,BS,20.975,-73.6669
LGI,Deadman's Cay Airport,Deadman's Cay,Long-Island,BS,23.179,-75.0936
SML,Stella Maris Airport,Stella Maris,Long-Island,BS,23.58232,-75.26862
MYG,Mayaguana Airport,Mayaguana,Mayaguana,BS,22.3795,-73.0135
NAS,Lynden Pindling International Airport,Nassau,New-Providence,BS,25.039,-77.4662
PID,Nassau Paradise Island Airport,Nassau,New-Providence,BS,25.083,-77.3
DCT,Duncan Town Airport,,Ragged-Island,BS,22.1818,-75.7295
RCY,Rum Cay Airport,,Rum-Cay,BS,23.6844,-74.8362
ZSA,San Salvador Airport,San Salvador,San Salvador,BS,24.0633,-74.524
BGK,Big Creek Airport,Big Creek,Toledo,BZ,16.52,-88.40917
BZE,Philip S. W. Goldson International Airport,Belize City,Belize,BZ,17.5391,-88.3082
DGA,Pelican Beach Airstrip,Dangriga,Stann Creek,BZ,16.98232,-88.228497
MZE,Manatee Airport,Spanish Lookout,Cayo,BZ,17.27833,-89.02361
AIT,Aitutaki Airport,Aitutaki,,CK,-18.8309,-159.76401
AIU,Enua Airport,Atiu Island,,CK,-19.9678,-158.119
MGS,Mangaia Island Airport,Mangaia Island,,CK,-21.89599,-157.90666
MHX,Manihiki Island Airport,Manihiki Island,,CK,-10.3767,-161.002
MUK,Mauke Airport,Mauke Island,,CK,-20.1361,-157.345
MOI,Mitiaro Island Airport,Mitiaro Island,,CK,-19.8425,-157.703
PYE,Tongareva Airport,Penrhyn Island,,CK,-9.01437,-158.03241
RAR,Rarotonga International Airport,Avarua,,CK,-21.2027,-159.806
EPG,Browns Airport,Weeping Water,Nebraska,US,40.86865,-96.10879
ICI,Cicia Airport,Cicia,Eastern,FJ,-17.7433,-179.342
NAN,Nadi International Airport,Nadi,Western,FJ,-17.7554,177.44299
PTF,Malolo Lailai Island Airport,Malolo Lailai Island,Western,FJ,-17.7779,177.19701
KDV,Vunisea Airport,Vunisea,,FJ,-19.0581,178.157
MNF,Mana Island Airport,Mana Island,Western,FJ,-17.6731,177.09801
MFJ,Moala Airport,Moala,Eastern,FJ,-18.5667,179.951
SUV,Nausori International Airport,Nausori,Central,FJ,-18.0433,178.55901
LEV,Levuka Airfield,Bureta,Eastern,FJ,-17.7111,178.759
NGI,Ngau Airport,Ngau,Eastern,FJ,-18.1156,179.34
LUC,Laucala Island Airport,Laucala Island,Northern,FJ,-16.7481,-179.66701
LKB,Lakeba Island Airport,Lakeba Island,Eastern,FJ,-18.1992,-178.817
LBS,Labasa Airport,,Northern,FJ,-16.4667,179.34
TVU,Matei Airport,Matei,Northern,FJ,-16.6906,-179.877
KXF,Koro Island Airport,Koro Island,Eastern,FJ,-17.3458,179.422
RTA,Rotuma Airport,Rotuma,Rotuma,FJ,-12.4825,177.071
SVU,Savusavu Airport,Savusavu,Northern,FJ,-16.8028,179.341
KAY,Wakaya Island Airport,Wakaya Island,,FJ,-17.617,179.017
ONU,Ono-I-Lau Airport,Ono-I-Lau,,FJ,-20.65,-178.7
YAS,Yasawa Island Airport,Yasawa Island,Western,FJ,-16.7589,177.545
EUA,Kaufana Airport,Eua Island,ʻEua,TO,-21.3783,-174.95799
TBU,Fua'amotu International Airport,Nuku'alofa,Tongatapu,TO,-21.2412,-175.14999
HPA,Lifuka Island Airport,Lifuka,Ha‘apai,TO,-19.777,-174.341
NFO,Mata'aho Airport,Angaha,Vava‘u,TO,-15.5708,-175.633
NTT,Kuini Lavenia Airport,Niuatoputapu,Niuas,TO,-15.97734,-173.79103
VAV,Vava'u International Airport,Vava'u Island,Vava‘u,TO,-18.5853,-173.96201
VBV,Vanua Balavu Airport,Vanua Balavu,Eastern,FJ,-17.269,-178.976
VTF,Vatulele Airport,Vatulele,Western,FJ,-18.5125,177.63901
ABF,Abaiang Airport,Abaiang,Gilbert-Islands,KI,1.79861,173.041
BEZ,Beru Airport,Beru,Gilbert-Islands,KI,-1.35472,176.007
FUN,Funafuti International Airport,Funafuti,Funafuti,TV,-8.525,179.196
KUC,Kuria Airport,Kuria,Gilbert-Islands,KI,0.21861,173.442
MNK,Maiana Airport,Maiana,Gilbert-Islands,KI,1.00361,173.03101
MZK,Marakei Airport,Marakei,Gilbert-Islands,KI,2.05861,173.271
MTK,Makin Island Airport,Makin Island,Gilbert-Islands,KI,3.37444,172.992
NIG,Nikunau Airport,Nikunau,Gilbert-Islands,KI,-1.31444,176.41
OOT,Onotoa Airport,Onotoa,Gilbert-Islands,KI,-1.79611,175.526
TRW,Bonriki International Airport,Tarawa,Gilbert-Islands,KI,1.38164,173.147
AEA,Abemama Atoll Airport,Abemama Atoll,Gilbert-Islands,KI,0.49083,173.82899
TBF,Tabiteuea North Airport,,Gilbert-Islands,KI,-1.22447,174.776
TMN,Tamana Island Airport,Tamana Island,Gilbert-Islands,KI,-2.48583,175.97
NON,Nonouti Airport,Nonouti,Gilbert-Islands,KI,-0.63972,174.42799
AIS,Arorae Island Airport,Arorae Island,Gilbert-Islands,KI,-2.61611,176.80299
TSU,Tabiteuea South Airport,Tabiteuea South,Gilbert-Islands,KI,-1.47444,175.064
BBG,Butaritari Atoll Airport,Butaritari Atoll,Gilbert-Islands,KI,3.08583,172.811
AAK,Buariki Airport,Buariki,Gilbert-Islands,KI,0.18528,173.63699
IUE,Niue International Airport,Alofi,,NU,-19.07903,-169.9256
FUT,Pointe Vele Airport,Futuna Island,Alo,WF,-14.3114,-178.06599
WLS,Hihifo Airport,Wallis Island,Uvea,WF,-13.2383,-176.19901
HBB,Industrial Airpark,Hobbs,New Mexico,US,32.76678,-103.20882
AAU,Asau Airport,Asau,,WS,-13.5058,-172.62801
APW,Faleolo International Airport,Apia,A'ana,WS,-13.83,-172.008
FGI,Fagali'i Airport,Apia,Tuamasaga,WS,-13.8487,-171.74001
FTI,Fitiuta Airport,Fitiuta Village,,AS,-14.21611,-169.42355
MXS,Maota Airport,Maota,,WS,-13.7423,-172.258
PPG,Pago Pago International Airport,Pago Pago,,AS,-14.33166,-170.7115
PPT,Faa'a International Airport,Papeete,Iles-du-Vent,PF,-17.5537,-149.60699
RUR,Rurutu Airport,,Iles-Australes,PF,-22.4341,-151.36099
TUB,Tubuai Airport,,Iles-Australes,PF,-23.3654,-149.524
RVV,Raivavae Airport,,Iles-Australes,PF,-23.8852,-147.662
AAA,Anaa Airport,,Iles-Tuamotu-Gambier,PF,-17.3526,-145.50999
FGU,Fangatau Airport,,Iles-Tuamotu-Gambier,PF,-15.8199,-140.88699
TIH,Tikehau Airport,,,PF,-15.1196,-148.231
APK,Apataki Airport,Apataki,Iles-Tuamotu-Gambier,PF,-15.5736,-146.41499
REA,Reao Airport,,Iles-Tuamotu-Gambier,PF,-18.4659,-136.44
FAV,Fakarava Airport,,Iles-Tuamotu-Gambier,PF,-16.0541,-145.657
HHZ,Hikueru Atoll Airport,Hikueru Atoll,Iles-Tuamotu-Gambier,PF,-17.5447,-142.614
XMH,Manihi Airport,,Iles-Tuamotu-Gambier,PF,-14.4368,-146.07001
GMR,Totegegie Airport,,Iles-Tuamotu-Gambier,PF,-23.0799,-134.89
KKR,Kaukura Airport,,Iles-Tuamotu-Gambier,PF,-15.6633,-146.88499
MKP,Makemo Airport,,Iles-Tuamotu-Gambier,PF,-16.5839,-143.658
NAU,Napuka Island Airport,Napuka Island,Iles-Tuamotu-Gambier,PF,-14.1768,-141.267
TKV,Tatakoto Airport,Tatakoto,Iles-Tuamotu-Gambier,PF,-17.3553,-138.44501
PKP,Puka Puka Airport,,,PF,-14.8095,-138.813
PUK,Pukarua Airport,Pukarua,Iles-Tuamotu-Gambier,PF,-18.2956,-137.017
TKP,Takapoto Airport,,,PF,-14.7095,-145.246
AXR,Arutua Airport,,Iles-Tuamotu-Gambier,PF,-15.2483,-146.617
MVT,Mataiva Airport,,,PF,-14.8681,-148.717
NUK,Nukutavake Airport,Nukutavake,Iles-Tuamotu-Gambier,PF,-19.285,-138.772
ZTA,Tureia Airport,,,PF,-20.7897,-138.57001
AHE,Ahe Airport,Ahe Atoll,Iles-Tuamotu-Gambier,PF,-14.4281,-146.257
KHZ,Kauehi Airport,Kauehi,,PF,-15.7808,-145.12399
FAC,Faaite Airport,,Iles-Tuamotu-Gambier,PF,-16.6867,-145.32899
FHZ,Fakahina Airport,Fakahina,,PF,-15.9922,-140.16499
RKA,Aratika Nord Airport,,,PF,-15.4853,-145.47
TJN,Takume Airport,Takume,,PF,-15.8547,-142.26801
NIU,Niau Airport,Niau,Fakarava,PF,-16.12083,-146.37361
RRR,Raroia Airport,,Iles-Tuamotu-Gambier,PF,-16.045,-142.47694
TKX,Takaroa Airport,,Iles-Tuamotu-Gambier,PF,-14.4558,-145.02499
KXU,Katiu Airport,Katiu,Iles-Tuamotu-Gambier,PF,-16.3394,-144.403
NHV,Nuku Hiva Airport,,Iles-Marquises,PF,-8.7956,-140.229
AUQ,Hiva Oa-Atuona Airport,,Iles-Marquises,PF,-9.76879,-139.011
UAP,Ua Pou Airport,Ua Pou,Iles-Marquises,PF,-9.35167,-140.078
UAH,Ua Huka Airport,Ua Huka,Iles-Marquises,PF,-8.93611,-139.552
BOB,Bora Bora Airport,Motu Mute,Leeward-Islands,PF,-16.4444,-151.75101
TTI,Tetiaroa Airport,Tetiaroa,,PF,-17.0133,-149.58701
RGI,Rangiroa Airport,,Iles-Tuamotu-Gambier,PF,-14.9543,-147.661
HUH,Huahine-Fare Airport,Fare,Leeward-Islands,PF,-16.6872,-151.022
MOZ,Moorea Airport,,Iles-du-Vent,PF,-17.49,-149.76199
HOI,Hao Airport,,Iles-Tuamotu-Gambier,PF,-18.0748,-140.946
MAU,Maupiti Airport,,Leeward-Islands,PF,-16.4265,-152.244
RFP,Raiatea Airport,Uturoa,Leeward-Islands,PF,-16.7229,-151.466
UOA,Mururoa Atoll Airport,Mururoa Atoll,Iles-Tuamotu-Gambier,PF,-21.867,-138.91701
VHZ,Vahitahi Airport,Vahitahi,Iles-Tuamotu-Gambier,PF,-18.78,-138.853
DRA,Desert Rock Airport,Mercury,Nevada,US,36.61994,-116.03228
MTV,Mota Lava Airport,Ablow,,VU,-13.666,167.71201
SLH,Sola Airport,Sola,Torba,VU,-13.8517,167.537
TOH,Torres Airstrip,Loh/Linua,Torba,VU,-13.328,166.638
EAE,Sangafa Airport,Sangafa,,VU,-17.0903,168.343
CCV,Craig Cove Airport,Craig Cove,Malampa,VU,-16.265,167.924
LOD,Longana Airport,Longana,Penama,VU,-15.3067,167.967
SSR,Sara Airport,Pentecost Island,Penama,VU,-15.4708,168.15199
PBJ,Tavie Airport,Paama Island,Malampa,VU,-16.439,168.257
LPM,Lamap Airport,Lamap,Malampa,VU,-16.454,167.823
LNB,Lamen Bay Airport,Lamen Bay,Shefa,VU,-16.5842,168.159
MWF,Naone Airport,Maewo Island,Penama,VU,-15.0,168.08299
LNE,Lonorore Airport,Lonorore,Penama,VU,-15.8656,168.172
NUS,Norsup Airport,Norsup,Malampa,VU,-16.0797,167.401
ZGU,Gaua Island Airport,Gaua Island,Torba,VU,-14.2181,167.58701
RCL,Redcliffe Airport,Redcliffe,Penama,VU,-15.472,167.83501
SON,Santo Pekoa International Airport,Luganville,Sanma,VU,-15.505,167.22
TGH,Tongoa Island Airport,Tongoa Island,Shefa,VU,-16.8911,168.55099
ULB,Ulei Airport,Ambryn Island,Malampa,VU,-16.3297,168.3011
VLS,Valesdir Airport,Valesdir,Shefa,VU,-16.7961,168.177
WLH,Walaha Airport,Walaha,Penama,VU,-15.412,167.69099
SWJ,Southwest Bay Airport,Malekula Island,Malampa,VU,-16.4864,167.4472
OLJ,North West Santo Airport,Olpoi,Sanma,VU,-14.8817,166.558
AUY,Anelghowhat Airport,Anelghowhat,Tafea,VU,-20.2492,169.771
AWD,Aniwa Airport,Aniwa,Tafea,VU,-19.24,169.605
DLY,Dillon's Bay Airport,Dillon's Bay,Tafea,VU,-18.7694,169.00101
FTA,Futuna Airport,Futuna Island,Tafea,VU,-19.5164,170.23199
IPA,Ipota Airport,Ipota,Tafea,VU,-18.85639,169.28333
UIQ,Quion Hill Airport,Quion Hill,Shefa,VU,-17.54,168.442
VLI,Port Vila Bauerfield Airport,Port Vila,Shefa,VU,-17.6993,168.32001
TAH,Tanna Airport,,Tafea,VU,-19.4551,169.224
TGJ,Tiga Airport,Tiga,,NC,-21.0961,167.804
BMY,Ile Art - Waala Airport,Waala,North Province,NC,-19.7206,163.661
KNQ,Kone Airport,Kone,,NC,-21.0543,164.83701
ILP,Ile des Pins Airport,Ile des Pins,,NC,-22.5889,167.45599
HLU,Nesson Airport,Houailou,,NC,-21.2564,165.617
KOC,Koumac Airport,Koumac,,NC,-20.5463,164.256
LIF,Lifou Airport,Lifou,Loyalty-Islands,NC,-20.7748,167.24001
GEA,Noumea Magenta Airport,Noumea,South Province,NC,-22.2583,166.47301
IOU,Edmond Cane Airport,Ile Ouen,,NC,-22.46,166.783
PUV,Poum Airport,Poum,,NC,-20.2892,164.099
PDC,Mueo Airport,Mueo,,NC,-21.3164,164.99899
MEE,Mare Airport,Mare,Loyalty-Islands,NC,-21.4817,168.03799
TOU,Touho Airport,Touho,,NC,-20.79,165.259
UVE,Ouvea Airport,Ouvea,Loyalty-Islands,NC,-20.6406,166.573
NOU,La Tontouta International Airport,Noumea,South Province,NC,-22.0146,166.213
AKL,Auckland International Airport,Auckland,Auckland,NZ,-37.0081,174.79201
TUO,Taupo Airport,Taupo,Auckland,NZ,-38.7397,176.084
AMZ,Ardmore Airport,Manurewa,Auckland,NZ,-37.0297,174.97301
ASG,Ashburton Aerodrome,,Canterbury,NZ,-43.9033,171.797
CHC,Christchurch International Airport,Christchurch,Canterbury,NZ,-43.4894,172.532
CHT,Chatham Islands-Tuuta Airport,Waitangi,Chatham Islands,NZ,-43.81,-176.457
CMV,Coromandel Aerodrome,,Waikato,NZ,-36.7917,175.509
DGR,Dargaville Aerodrome,,Northland,NZ,-35.9397,173.894
DUD,Dunedin Airport,Dunedin,Otago,NZ,-45.9281,170.198
WHO,Franz Josef Aerodrome,,West Coast,NZ,-43.3631,170.134
GBZ,Great Barrier Aerodrome,Claris,Auckland,NZ,-36.2414,175.472
GMN,Greymouth Airport,,West Coast,NZ,-42.4617,171.19
GIS,Gisborne Airport,Gisborne,Gisborne,NZ,-38.6633,177.978
GTN,Glentanner Airport,Glentanner Station,Canterbury,NZ,-43.9067,170.12801
HKK,Hokitika Airfield,,West Coast,NZ,-42.7136,170.985
HLZ,Hamilton International Airport,Hamilton,Waikato,NZ,-37.8667,175.332
WIK,Waiheke Reeve Airport,,Auckland,NZ,-36.8089,175.086
KBZ,Kaikoura Airport,,Marlborough,NZ,-42.425,173.605
KKE,Kerikeri Airport,Kerikeri,Northland,NZ,-35.2628,173.912
KKO,Kaikohe Airport,,Auckland,NZ,-35.4511,173.817
KAT,Kaitaia Airport,Kaitaia,Auckland,NZ,-35.07,173.285
ALR,Alexandra Airport,Alexandra,Otago,NZ,-45.2117,169.373
MTA,Matamata Glider Airport,,Auckland,NZ,-37.7344,175.742
MON,Mount Cook Airport,,Canterbury,NZ,-43.765,170.133
MFN,Milford Sound Airport,,Southland,NZ,-44.6733,167.923
MZP,Motueka Airport,,Nelson,NZ,-41.1233,172.989
TEU,Manapouri Airport,,Southland,NZ,-45.5331,167.64999
MRO,Hood Airport,Masterton,Wellington,NZ,-40.9733,175.634
NPL,New Plymouth Airport,New Plymouth,Taranaki,NZ,-39.0086,174.179
NPE,Napier Airport,,Hawke's Bay,NZ,-39.4658,176.87
NSN,Nelson Airport,Nelson,Nelson,NZ,-41.2983,173.22099
IVC,Invercargill Airport,Invercargill,Southland,NZ,-46.4124,168.313
OHA,RNZAF Base Ohakea,,Wellington,NZ,-40.206,175.388
OAM,Oamaru Airport,,Otago,NZ,-44.97,171.082
PMR,Palmerston North Airport,,Wellington,NZ,-40.3206,175.617
PCN,Picton Aerodrome,Picton,Marlborough,NZ,-41.3461,173.95599
PPQ,Paraparaumu Airport,,Wellington,NZ,-40.9047,174.989
ZQN,Queenstown International Airport,Queenstown,Otago,NZ,-45.0211,168.739
RAG,Raglan Airfield,,Waikato,NZ,-37.8047,174.86
SZS,Ryans Creek Aerodrome,Oban,Southland,NZ,-46.8997,168.101
ROT,Rotorua Regional Airport,Rotorua,Auckland,NZ,-38.1092,176.317
TRG,Tauranga Airport,Tauranga,Bay of Plenty,NZ,-37.6719,176.196
TMZ,Thames Aerodrome,,Waikato,NZ,-37.1567,175.55
KTF,Takaka Airport,,Tasman,NZ,-40.8133,172.77499
TKZ,Tokoroa Airfield,Tokoroa,Waikato,NZ,-38.2367,175.892
TIU,Timaru Airport,,Canterbury,NZ,-44.3028,171.22501
TWZ,Pukaki Airport,Twitzel,Canterbury,NZ,-44.235,170.118
BHE,Woodbourne Airport,Blenheim,Marlborough,NZ,-41.5183,173.87
WKA,Wanaka Airport,,Otago,NZ,-44.7222,169.246
WHK,Whakatane Airport,,Auckland,NZ,-37.9206,176.914
WLG,Wellington International Airport,Wellington,Wellington,NZ,-41.3272,174.80499
WIR,Wairoa Airport,Wairoa,Hawke's Bay,NZ,-39.0069,177.407
WRE,Whangarei Airport,,Northland,NZ,-35.7683,174.36501
WSZ,Westport Airport,,West Coast,NZ,-41.7381,171.58099
WTZ,Whitianga Airport,,Auckland,NZ,-36.8317,175.679
WAG,Wanganui Airport,Wanganui,Manawatu-Wanganui,NZ,-39.9622,175.02499
BIN,Bamiyan Airport,Bamiyan,Bamyan,AF,34.817,67.817
BST,Bost Airport,Bost,Helmand,AF,31.5597,64.365
CCN,Chakcharan Airport,Chakcharan,Ghowr,AF,34.533,65.267
DAZ,Darwaz Airport,Darwaz,Badakhshan,AF,38.4611,70.8825
FAH,Farah Airport,Farah,Farah,AF,32.367,62.183
FBD,Faizabad Airport,Faizabad,Badakhshan,AF,37.1211,70.5181
KWH,Khwahan Airport,Khwahan,Badakhshan,AF,37.883,70.217
HEA,Herat Airport,,Herat,AF,34.21,62.2283
OAI,Bagram Air Base,Bagram,Parwan,AF,34.9461,69.265
JAA,Jalalabad Airport,,Nangarhar,AF,34.3998,70.4986
KBL,Kabul International Airport,Kabul,Kabul,AF,34.5659,69.2123
KDH,Kandahar Airport,,Kandahar,AF,31.5058,65.8478
KHT,Khost Airport,Khost,Khowst,AF,33.3334,69.952
MMZ,Maimana Airport,,Faryab,AF,35.9308,64.7609
MZR,Mazar I Sharif Airport,,Balkh,AF,36.7069,67.2097
LQN,Qala-I-Naw Airport,Qala-I-Naw,Badghis,AF,34.985,63.1178
